mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.9667856693267822,0.08865052215972176,0.1467906951904297,0.050971729220718624,20,4,10,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",-169.52440900039713,-210.06532878060293,-312.0061428789027,-283.2726629991114,-364.03457786015855,-267.78062430383454,69.92290399358717,37
1.9090501308441161,0.15203806506781647,0.15863685607910155,0.037868001172482735,20,4,10,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",-173.52307298707305,-212.7950687028071,-312.2751104191052,-283.6939206596423,-366.3553998934822,-269.72851453242197,69.0491196198643,93
2.9382182121276856,0.06550377791137851,0.19334983825683594,0.05001959060229242,20,4,10,300,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 300}",-172.37813548324752,-212.83409570015328,-310.8414122053759,-282.6603298668144,-361.91564786494257,-268.1259242241067,67.90758348192867,52
1.2798923015594483,0.08746955914475524,0.1588798999786377,0.05571004365117158,30,1,2,100,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-178.60364726243597,-211.68075714448722,-315.24615549935896,-278.1013697770131,-353.92774813831176,-267.5119355643214,64.62226976065298,26
2.187707757949829,0.08754581885631613,0.15702576637268068,0.04314411714235049,30,1,2,200,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-181.2725965725,-214.40316158785254,-315.4204990645833,-278.1142367208767,-356.76942188386363,-269.1959831659352,64.21545529226375,87
3.2349789142608643,0.1255186235389193,0.20256972312927246,0.03256495142372494,30,1,2,300,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",-182.12687056195156,-211.61726551200852,-313.57066665200847,-277.11974751884566,-353.7664021710679,-267.6401904831764,63.35343872067327,33
1.2544546604156495,0.08412504239052417,0.13658685684204103,0.050365531768483934,30,1,5,100,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-180.0713388387535,-212.39146546195587,-312.1839414251841,-275.3547231892611,-357.0885426267732,-267.41800230838555,64.44400052903306,19
2.0914199352264404,0.21129435599151808,0.21103811264038086,0.09260449937760472,30,1,5,200,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",-181.8186743852278,-214.3479937796985,-312.2423303487871,-277.06517400769695,-356.41040540529093,-268.37691558534027,63.49962092453659,61
3.1020681858062744,0.13603371100413447,0.23833112716674804,0.07466227624496391,30,1,5,300,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",-181.44624603743148,-212.59861692974883,-308.579433046254,-276.04849615344017,-353.8435072282681,-266.5032598790285,62.65818514144501,5
1.034000539779663,0.12074240488383861,0.1711963653564453,0.04287799547537852,30,1,10,100,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",-185.50659355244812,-213.89710509474912,-314.39799325399207,-269.9491329840857,-359.8130661441045,-268.7127782058759,63.743167622521874,71
2.136093997955322,0.13310637495580946,0.19815492630004883,0.041099532780339836,30,1,10,200,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",-183.2130462928286,-214.35020981687617,-315.48730402720406,-272.77304095632417,-358.17172100809887,-268.7990644202664,63.98859307595664,77
2.8261993885040284,0.15992169088235858,0.20836753845214845,0.02858211046494617,30,1,10,300,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",-182.1522559541247,-211.1224902617561,-312.1711375512363,-270.54416421076724,-354.6688837279229,-266.13178634116144,63.334813067002244,2
1.1915611743927002,0.06272936899570428,0.12102007865905762,0.04773295860931144,30,2,2,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",-176.08833961313735,-212.56329038005651,-310.3861939114165,-279.3916684355753,-363.56162062619507,-268.39822259327616,67.19906556364315,64
2.142260932922363,0.2508376624095066,0.15549106597900392,0.047343238309580545,30,2,2,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",-179.37329360685428,-213.71677451562917,-312.69462703512147,-279.9117982052088,-366.69267692649964,-270.47783405786265,67.30588153824455,103
2.928497886657715,0.11809803957706409,0.2426551342010498,0.05784292350552573,30,2,2,300,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",-180.24124942107932,-211.37263746028307,-306.7906702036633,-278.28960257348405,-362.2956199126024,-267.7979559142224,65.43746378487839,41
1.096515941619873,0.1398752631317796,0.13022284507751464,0.01994141538657338,30,2,5,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",-176.8238727708621,-210.57682705720356,-311.48435459819945,-280.5769757392208,-362.3075274198664,-268.35391151707046,67.1607918984409,58
2.0863587856292725,0.1036747759170924,0.1811032772064209,0.022317301125873795,30,2,5,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",-179.6537863005431,-213.33102578499413,-311.4180858829423,-281.4840326010139,-365.9094284370758,-270.35927180131387,66.96136930109381,99
3.0517327785491943,0.08150252425022904,0.1968393325805664,0.03865362200814079,30,2,5,300,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",-179.41142401664536,-211.55714109548114,-307.22370509362304,-277.76043891609163,-361.96746979147247,-267.5840357826627,65.56907437663133,31
1.0622912883758544,0.09807841037021205,0.15945754051208497,0.07327039890911258,30,2,10,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",-183.16157073648446,-213.33094243839543,-310.2502849420194,-276.0131255297364,-360.43528312153643,-268.63824135363444,64.15264062942828,68
1.9634178638458253,0.13774029786718905,0.14491548538208007,0.04383093128016642,30,2,10,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",-181.83832162081012,-216.24836284532648,-312.70874256693753,-276.8139696021373,-365.8517321669889,-270.69222576044,65.90500069300701,106
2.774471139907837,0.15682577266304534,0.19098877906799316,0.024712510021576956,30,2,10,300,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 300}",-181.57300967088594,-213.0856203290003,-307.9914417067104,-274.75065489609835,-359.88255129355906,-267.4566555792508,64.14207296263916,22
1.0822813034057617,0.06529349894219337,0.10710902214050293,0.023388054193783078,30,4,2,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",-167.65653074455275,-209.49533082347656,-312.31271405028747,-282.5989621970039,-363.0392913101085,-267.02056582508584,70.27947765545522,13
1.9681893348693849,0.09056464482731304,0.1589735507965088,0.03758577902043521,30,4,2,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",-172.37663254125542,-212.9093854078788,-311.2623867527978,-283.760565034386,-365.4430655845535,-269.1504070641743,68.97444104374978,81
2.7715048789978027,0.10601852662208135,0.22759108543395995,0.058047223715341136,30,4,2,300,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 300}",-171.4750596328213,-212.75160427101838,-310.3222662148054,-283.220496004677,-362.1239756997638,-267.97868036461716,68.19326592647438,46
0.9996056079864502,0.05773313961212457,0.10019245147705078,0.016961850503791218,30,4,5,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",-167.65653074455273,-209.49533082347656,-312.31271405028747,-282.59896219700386,-363.03929131010847,-267.0205658250858,70.27947765545521,10
1.882544755935669,0.09664184264541492,0.16908588409423828,0.03173289848860666,30,4,5,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",-172.3766325412554,-212.9093854078788,-311.2623867527978,-283.760565034386,-365.4430655845535,-269.1504070641743,68.97444104374979,81
2.335394859313965,0.13274832851982535,0.1100283145904541,0.025354924843792776,30,4,5,300,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 300}",-171.47505963282129,-212.75160427101838,-310.3222662148054,-283.22049600467693,-362.12397569976383,-267.97868036461716,68.1932659264744,46
1.0157372951507568,0.07501137866291092,0.10505852699279786,0.02348455026359856,30,4,10,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",-169.52440900039716,-210.06532878060287,-312.0061428789027,-283.2726629991114,-364.03457786015855,-267.78062430383454,69.92290399358717,37
1.6319637775421143,0.0821393674825182,0.11480011940002441,0.016111461116831996,30,4,10,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",-173.52307298707305,-212.7950687028071,-312.2751104191052,-283.6939206596423,-366.3553998934822,-269.72851453242197,69.0491196198643,93
1.6146174907684325,0.24329312016382504,0.07432475090026855,0.013940150930732557,30,4,10,300,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 300}",-172.37813548324752,-212.83409570015326,-310.841412205376,-282.6603298668143,-361.91564786494257,-268.1259242241067,67.9075834819287,52
